Id,Price,Latitude,Longitude,Surface_built,Surface_useful,Bedrooms,Bathrooms,Type,Condition,Partitioning,BuildingYear
C5DB321B-1B2C-43B1-20EA-08D90338E4D9,200,47.16403,27.60739,55,50,2,1,apartament,utilizat,decomandat,1988
5CFAB5CF-81C3-43BA-20F4-08D90338E4D9,330,47.16856,27.57078,55,38,1,1,apartament,nou,decomandat,1987
AFBE2B28-B8E8-40BE-20F7-08D90338E4D9,360,47.17658,27.57465,55,55,2,1,apartament,renovat,decomandat,1990
6D0AA523-B436-4F87-20F8-08D90338E4D9,300,47.16197,27.60469,55,39,1,1,apartament,nou,decomandat,2020
45BD639F-2C4F-4080-2102-08D90338E4D9,260,47.16288,27.58698,55,52,2,1,apartament,renovat,decomandat,1980
75ABCE2F-10EC-4666-2109-08D90338E4D9,300,47.16191,27.56686,55,55,3,1,apartament,renovat,nedecomandat,1971
4AAA58CC-2D60-4674-210D-08D90338E4D9,299,47.17289,27.55729,55,45,2,1,apartament,nou,nedecomandat,2018
273A1762-BE42-44F5-2111-08D90338E4D9,280,47.12119,27.56921,55,52,2,1,apartament,utilizat,decomandat,2020
74D9FBDC-04B6-4B3D-211E-08D90338E4D9,239,47.15142,27.58521,55,55,2,1,apartament,renovat,decomandat,1970
B7D5CD34-B6AF-437A-211F-08D90338E4D9,250,47.15292,27.59158,55,50,2,1,apartament,renovat,decomandat,1980
1DCDA768-4D07-469B-2120-08D90338E4D9,300,47.15864,27.60135,55,45,1,1,apartament,nou,decomandat,2020
2ACEBC3E-7413-4147-2122-08D90338E4D9,300,47.15036,27.57922,55,55,2,1,apartament,renovat,semidecomandat,1970
97B39CD5-A9E7-413A-2123-08D90338E4D9,300,47.14989,27.57896,55,55,2,1,apartament,utilizat,semidecomandat,1970
00C77D26-2B6D-4693-2125-08D90338E4D9,299,47.1494,27.58836,55,55,2,1,apartament,renovat,semidecomandat,1970
C5B95DD5-6B56-49BA-212F-08D90338E4D9,350,47.15311,27.61292,55,55,2,1,apartament,renovat,decomandat,2020
8619BD50-C7A6-446A-2135-08D90338E4D9,270,47.15815,27.60109,55,55,2,1,apartament,renovat,decomandat,1990
1C734EDC-4343-46B0-2136-08D90338E4D9,399,47.20257,27.53419,55,55,2,1,apartament,renovat,decomandat,2018
8BA64BA9-516D-48AF-2137-08D90338E4D9,350,47.15635,27.60246,55,55,2,1,apartament,renovat,decomandat,1980
A72348B9-693E-4E5F-213A-08D90338E4D9,275,47.17488,27.54537,55,55,2,1,apartament,renovat,decomandat,2018
CB5477D7-BA76-4272-213D-08D90338E4D9,249,47.1619,27.56393,55,45,2,1,apartament,utilizat,semidecomandat,1970
0A5EC20D-AB80-4F2F-2145-08D90338E4D9,399,47.15449,27.60814,54,54,2,1,apartament,renovat,decomandat,2020
1B6C6610-7504-4820-2151-08D90338E4D9,399,47.15449,27.60814,54,54,2,1,apartament,renovat,decomandat,2020
E05CEF08-FEE3-42C9-2166-08D90338E4D9,350,47.16082,27.60416,53,53,2,1,apartament,renovat,decomandat,2020
2B3F73BF-C72C-48F6-2167-08D90338E4D9,250,47.14726,27.59201,53,53,2,1,apartament,renovat,decomandat,1978
BE5BC7E5-01DC-42EC-216A-08D90338E4D9,340,47.16475,27.59128,52,43,7,1,apartament,renovat,decomandat,1980
150EA9A8-1D7B-49E6-2174-08D90338E4D9,350,47.16296,27.58239,52,49,2,1,apartament,renovat,semidecomandat,1980
0750BA30-EDB9-42EB-2175-08D90338E4D9,200,47.14112,27.58565,52,52,2,1,apartament,nou,decomandat,2015
F9230165-7D74-4ADC-2176-08D90338E4D9,250,47.17257,27.54525,52,48,2,1,apartament,renovat,decomandat,1980
F528DEDB-C004-4E04-2177-08D90338E4D9,350,47.17342,27.58917,52,52,2,1,apartament,renovat,decomandat,2019
A4A71EEE-1E70-4154-2188-08D90338E4D9,280,47.15225,27.58795,50,50,2,1,apartament,renovat,semidecomandat,1980
FED21D3F-5483-479F-2189-08D90338E4D9,280,47.15292,27.59158,50,45,2,1,apartament,renovat,decomandat,1979
C0E622DD-6E19-4E91-218D-08D90338E4D9,300,47.16082,27.58871,50,45,2,1,apartament,utilizat,decomandat,1975
905AC62D-8169-471C-218E-08D90338E4D9,300,47.17999,27.56787,50,50,2,1,apartament,renovat,decomandat,1980
592907FF-386F-4174-2190-08D90338E4D9,350,47.17543,27.55036,50,50,2,1,apartament,utilizat,decomandat,2015
64DE6929-7A7A-4CC4-2193-08D90338E4D9,300,47.18078,27.56696,50,50,2,1,apartament,renovat,decomandat,2010
50CBD0C4-A388-4FF3-2197-08D90338E4D9,350,47.15555,27.60632,50,50,2,1,apartament,renovat,decomandat,2017
0097E073-0A9E-4044-219D-08D90338E4D9,220,47.14338,27.58085,50,40,1,1,apartament,utilizat,decomandat,1989
4150937C-3E23-451F-21A9-08D90338E4D9,300,47.15292,27.59158,50,45,2,1,apartament,renovat,semidecomandat,2019
A04A692C-BE88-432E-21AA-08D90338E4D9,275,47.15292,27.59158,50,42,2,1,apartament,renovat,decomandat,1979
F79DFAD8-574C-4A37-21AB-08D90338E4D9,300,47.15292,27.59158,50,42,2,1,apartament,renovat,semidecomandat,2018
9C678BBD-AE16-4E92-21B0-08D90338E4D9,350,47.15832,27.58641,50,50,2,1,apartament,renovat,decomandat,2005
0A80DB61-93FE-4B03-21B3-08D90338E4D9,390,47.15292,27.59158,50,50,2,1,apartament,nou,decomandat,2019
D40B7045-44E0-4913-21B5-08D90338E4D9,235,47.14218,27.57463,50,46,1,1,apartament,nou,decomandat,2019
624A2F9D-3D37-48BB-21B8-08D90338E4D9,249,47.17442,27.5413,50,40,1,1,apartament,utilizat,decomandat,1987
489D8FA6-D4E9-4B05-21BD-08D90338E4D9,350,47.1666,27.58032,50,49,2,1,apartament,renovat,decomandat,1980
93CE6B41-D5B7-413F-21BF-08D90338E4D9,250,47.15292,27.59158,50,44,2,1,apartament,renovat,semidecomandat,1980
214A43D8-8E7B-426E-21C3-08D90338E4D9,360,47.16288,27.58698,50,45,2,1,apartament,renovat,decomandat,1988
EC10AB0F-59C5-4E10-21C6-08D90338E4D9,330,47.16288,27.58698,50,45,2,1,apartament,renovat,decomandat,1988
2EF3309D-799C-4730-21C7-08D90338E4D9,350,47.16615,27.58046,50,50,2,1,apartament,utilizat,semidecomandat,1970
631EDB32-9574-42A0-21C8-08D90338E4D9,300,47.16248,27.58276,50,50,2,1,apartament,renovat,semidecomandat,1977
BC58883B-1D9C-4417-21C9-08D90338E4D9,250,47.17223,27.56498,50,47,2,1,apartament,renovat,semidecomandat,1980
DF8584B6-DBFC-4A72-21CE-08D90338E4D9,399,47.15548,27.59383,50,50,2,1,apartament,renovat,semidecomandat,2020
4A115105-F996-4E30-21D1-08D90338E4D9,350,47.17216,27.59573,50,50,2,1,apartament,nou,semidecomandat,2020
E9EF1110-C7D4-4D21-21E1-08D90338E4D9,250,47.15625,27.60147,50,46,2,1,apartament,renovat,decomandat,1980
8D697E80-E05E-4672-21E3-08D90338E4D9,330,47.15332,27.61236,50,45,2,1,apartament,renovat,semidecomandat,2018
ED7BE3DF-6747-40A0-21E4-08D90338E4D9,250,47.12958,27.60569,50,50,2,1,apartament,renovat,decomandat,2016
8EFF6048-5F2F-41FC-21E6-08D90338E4D9,350,47.16012,27.60998,50,47,2,1,apartament,utilizat,decomandat,2017
94E02D5E-2550-4E0C-21E9-08D90338E4D9,370,47.18078,27.56696,50,44,2,1,apartament,nou,semidecomandat,2018
0EB1795C-61B0-4454-21ED-08D90338E4D9,249,47.14929,27.59439,50,40,2,1,apartament,utilizat,nedecomandat,1970
17E0CEF7-8099-49C7-21F2-08D90338E4D9,350,47.17997,27.5976,50,50,2,1,apartament,renovat,nedecomandat,2020
1B10674E-7DF2-41A9-21F6-08D90338E4D9,270,47.15085,27.58681,50,48,2,1,apartament,renovat,semidecomandat,1980
BDD3BF77-C9F9-49C5-21F7-08D90338E4D9,370,47.16592,27.5887,50,50,2,1,apartament,renovat,decomandat,1970
C1BCF061-6C8D-4AD3-21F9-08D90338E4D9,370,47.12009,27.62311,49,49,2,1,apartament,nou,decomandat,2019
5EC0C497-D5C8-49EE-2200-08D90338E4D9,300,47.1666,27.58032,49,47,2,1,apartament,renovat,semidecomandat,1980
A565F313-B11C-425D-2201-08D90338E4D9,230,47.13373,27.5997,49,46,2,1,apartament,nou,semidecomandat,2018
F55141B1-09D1-45B3-2202-08D90338E4D9,300,47.15292,27.59158,49,42,2,1,apartament,utilizat,decomandat,2017
A0C8A906-1A28-49DC-2203-08D90338E4D9,320,47.16515,27.59603,48,45,2,1,apartament,renovat,decomandat,2015
EFFAC4F3-03A9-4D18-2206-08D90338E4D9,300,47.1728,27.55564,48,46,2,1,apartament,nou,semidecomandat,2019
BFC65432-E4F9-4207-2210-08D90338E4D9,260,47.15292,27.59158,48,44,1,1,apartament,renovat,decomandat,1992
6CEDAD86-23A9-4D31-221C-08D90338E4D9,350,47.16738,27.56729,48,45,2,1,apartament,renovat,semidecomandat,1980
027D7787-573F-4868-221F-08D90338E4D9,230,47.12991,27.60689,48,48,1,1,apartament,renovat,decomandat,2014
2C8F700A-C100-4302-2228-08D90338E4D9,180,47.14218,27.57463,47,37,1,1,apartament,utilizat,decomandat,1980
FD274C68-CD7D-41C6-222B-08D90338E4D9,270,47.15768,27.60438,47,37,1,1,apartament,renovat,decomandat,2015
0F43FF4D-F89C-41C4-222E-08D90338E4D9,300,47.15625,27.60147,46,39,1,1,apartament,nou,decomandat,2019
D1BB3363-965D-46DF-222F-08D90338E4D9,330,47.15598,27.61596,46,46,1,1,apartament,renovat,decomandat,2020
95DC1028-6046-4566-2231-08D90338E4D9,350,47.1342,27.57282,46,46,2,1,apartament,renovat,decomandat,2021
5C7BB59C-BEBE-44F7-2232-08D90338E4D9,300,47.15245,27.60802,46,40,1,1,apartament,nou,decomandat,2020
BC89D984-B1BA-4438-223A-08D90338E4D9,399,47.17935,27.57304,46,46,2,1,apartament,renovat,nedecomandat,2019
84AD6724-C87A-4C64-223D-08D90338E4D9,264,47.12009,27.62311,46,42,1,1,apartament,nou,decomandat,2020
757399D7-8079-4BEA-2243-08D90338E4D9,280,47.1624,27.6015,45,45,2,1,apartament,nou,semidecomandat,2013
7D0DDBC7-B7B3-46CA-2248-08D90338E4D9,330,47.16738,27.56729,45,45,2,1,apartament,nou,semidecomandat,2016
BA16E0E4-11E7-49A1-224A-08D90338E4D9,300,47.17273,27.55665,45,45,2,1,apartament,nou,nedecomandat,2016
69710B77-9864-48D7-224B-08D90338E4D9,350,47.18022,27.59797,45,45,2,1,apartament,renovat,decomandat,2019
5EFB9325-E097-4E95-224D-08D90338E4D9,235,47.14146,27.57523,45,45,1,1,apartament,nou,decomandat,2019
51056F54-570F-4F8B-224E-08D90338E4D9,250,47.16296,27.58239,45,40,1,1,apartament,renovat,decomandat,1980
4FD1B4CD-F6A1-46ED-2251-08D90338E4D9,320,47.17358,27.55708,45,45,2,1,apartament,nou,decomandat,2019
F124D563-780B-4234-2252-08D90338E4D9,250,47.16288,27.58698,45,42,1,2,apartament,renovat,decomandat,1988
F784ABE9-C83D-419B-2253-08D90338E4D9,330,47.16738,27.56729,45,45,2,1,apartament,renovat,NULL,2016
86D8E574-5160-4CB6-2256-08D90338E4D9,330,47.15313,27.61277,45,43,1,1,apartament,renovat,decomandat,2019
DF48654B-3818-48B6-2258-08D90338E4D9,270,47.15625,27.60147,45,39,1,1,apartament,nou,decomandat,2020
06C25FC3-396A-4B27-225A-08D90338E4D9,300,47.16288,27.58698,45,42,1,1,apartament,renovat,decomandat,1988
74F3ED8D-E259-4EE3-225B-08D90338E4D9,330,47.15313,27.61277,45,43,1,1,apartament,renovat,decomandat,2019
BD9818CC-D40A-4841-2263-08D90338E4D9,220,47.17543,27.55036,45,45,2,1,apartament,utilizat,decomandat,1979
1D353A4B-3B78-4847-2266-08D90338E4D9,399,47.17279,27.55753,45,45,2,1,apartament,renovat,nedecomandat,2018
33139698-F80E-406B-2267-08D90338E4D9,300,47.15075,27.59023,45,40,2,1,apartament,renovat,nedecomandat,1960
28009B83-1F1F-4DC3-2268-08D90338E4D9,275,47.15787,27.60404,45,40,2,1,apartament,renovat,decomandat,1978
B6EDC25F-0CC0-43AC-2270-08D90338E4D9,280,47.12824,27.56958,45,40,1,1,apartament,nou,decomandat,2020
EAE0674E-4FF9-41AD-2271-08D90338E4D9,380,47.17299,27.55577,45,45,2,1,apartament,renovat,semidecomandat,2019
4096D8EB-AEA2-4540-2272-08D90338E4D9,299,47.15564,27.61123,45,45,1,1,apartament,renovat,decomandat,1990
407AEAF1-14C1-4256-2273-08D90338E4D9,350,47.16033,27.59011,45,45,1,1,apartament,renovat,decomandat,1990
1B5D9AF5-FC00-4987-2274-08D90338E4D9,270,47.14957,27.58733,45,45,2,1,apartament,renovat,nedecomandat,1979
C63BB5D9-A441-4E35-2275-08D90338E4D9,380,47.18012,27.59755,45,45,2,1,apartament,renovat,decomandat,2020
283C8789-3C0D-4997-2278-08D90338E4D9,249,47.17543,27.55036,45,35,1,1,apartament,utilizat,nedecomandat,1980
9A33F72A-5E65-4E52-227A-08D90338E4D9,250,47.1624,27.6015,45,45,2,1,apartament,nou,semidecomandat,2014
DDF5391B-6BE5-409F-227C-08D90338E4D9,320,47.16738,27.56729,44,42,1,1,apartament,renovat,decomandat,1988
EF7467D1-E463-4250-227E-08D90338E4D9,200,47.1728,27.55564,44,40,1,1,apartament,renovat,decomandat,1989
AD474E93-EE6B-4439-2281-08D90338E4D9,250,47.16653,27.55729,44,40,1,1,apartament,renovat,decomandat,1990
8E51A720-1885-4FD0-2286-08D90338E4D9,300,47.15625,27.60147,44,44,2,1,apartament,nou,semidecomandat,2020
20E28A42-9064-473B-2288-08D90338E4D9,320,47.15361,27.60996,44,42,1,1,apartament,renovat,decomandat,2020
D071F2E6-9985-4A0D-228A-08D90338E4D9,250,47.15292,27.59158,43,43,1,1,apartament,renovat,decomandat,1990
79BF313C-EC26-42C5-228F-08D90338E4D9,250,47.15895,27.57644,43,40,2,1,apartament,utilizat,nedecomandat,1970
0C3BD876-4954-4FD0-2290-08D90338E4D9,290,47.14612,27.58436,43,40,2,1,apartament,renovat,decomandat,1980
E7AA5D56-ECFA-4DFD-2295-08D90338E4D9,300,47.16288,27.58698,42,38,1,1,apartament,renovat,decomandat,1988
A1293F7B-8AE8-4B65-229B-08D90338E4D9,220,47.15292,27.59158,42,36,1,1,apartament,renovat,decomandat,1984
AA6F97C7-CE97-40C2-22A0-08D90338E4D9,280,47.14908,27.5869,42,42,2,1,apartament,renovat,nedecomandat,1977
27B39DDE-1F9E-4EA8-22A5-08D90338E4D9,280,47.14908,27.5869,42,42,2,1,apartament,renovat,nedecomandat,1977
937371DA-AE5D-4CE9-22A7-08D90338E4D9,350,47.15694,27.5937,42,42,2,1,apartament,renovat,nedecomandat,2017
9D818F1A-B861-4C0E-22A8-08D90338E4D9,300,47.17945,27.56814,41,41,2,1,apartament,renovat,decomandat,2019
7A9FAAC1-F5FD-42CF-22A9-08D90338E4D9,203,47.16403,27.60739,41,40,1,1,apartament,renovat,decomandat,1990
A119747C-424F-44DE-22B0-08D90338E4D9,200,47.15085,27.58681,40,40,2,1,apartament,utilizat,semidecomandat,1980
2724F259-43BC-4DA9-22B2-08D90338E4D9,220,47.12142,27.57674,40,40,1,1,apartament,renovat,decomandat,1986
29F82729-1735-42DD-22B5-08D90338E4D9,259,47.19962,27.5419,40,35,1,1,apartament,utilizat,decomandat,2019
7A3E78A8-81D8-4210-22B8-08D90338E4D9,350,47.15857,27.5935,40,40,1,1,apartament,nou,decomandat,2020
A4E8F05A-21A9-4B26-22BC-08D90338E4D9,250,47.12009,27.62311,40,40,1,1,apartament,nou,decomandat,2019
B1A63C79-A06F-44D6-22BE-08D90338E4D9,350,47.15494,27.59306,40,38,1,1,apartament,nou,decomandat,2020
076A4F4B-8BD8-4B59-22BF-08D90338E4D9,210,47.15359,27.56526,40,38,1,1,apartament,nou,decomandat,2018
F5E4BC58-CE4D-4F8C-22C7-08D90338E4D9,260,47.1623,27.61781,40,40,2,1,apartament,nou,NULL,2010
