Id,Price,Latitude,Longitude,Surface_built,Surface_useful,Bedrooms,Bathrooms,Type,Condition,Partitioning,BuildingYear
1501A749-6EA6-4E95-22C9-08D90338E4D9,190,47.14112,27.58565,40,40,1,1,apartament,utilizat,decomandat,1988
53244750-19C0-4030-22CC-08D90338E4D9,250,47.15192,27.57212,40,40,1,1,apartament,utilizat,semidecomandat,2015
A71045AE-693A-4786-22D1-08D90338E4D9,250,47.15176,27.57219,40,40,1,1,apartament,renovat,decomandat,2017
C1BDDDAA-46B1-440F-22DA-08D90338E4D9,245,47.12824,27.56958,40,40,1,1,apartament,utilizat,decomandat,1990
E6D374A5-6401-4F16-22DB-08D90338E4D9,245,47.12935,27.56907,40,37,1,1,apartament,utilizat,decomandat,1990
AC62A32D-EB75-4F14-22DC-08D90338E4D9,245,47.12824,27.56958,40,40,1,1,apartament,utilizat,decomandat,1990
F7E36F54-BF31-4D65-22E0-08D90338E4D9,260,47.1624,27.6015,40,40,2,1,apartament,nou,NULL,2010
5710D818-F992-4AFE-22E4-08D90338E4D9,250,47.15169,27.57227,40,40,1,1,apartament,utilizat,NULL,2015
531123E8-26EC-4593-22E7-08D90338E4D9,260,47.12009,27.62311,40,35,1,1,apartament,nou,decomandat,2019
1CE9D424-459E-4937-22E8-08D90338E4D9,269,47.15327,27.6054,40,35,1,1,apartament,utilizat,decomandat,2019
BC04027A-86E5-49DA-22EB-08D90338E4D9,230,47.16267,27.56408,40,40,1,1,apartament,utilizat,decomandat,1988
1ADD9AD2-7B49-4C09-22EC-08D90338E4D9,250,47.15195,27.57208,40,40,1,1,apartament,renovat,decomandat,2015
5355B545-CFB4-46B5-22ED-08D90338E4D9,330,47.16827,27.57048,40,40,1,1,apartament,renovat,decomandat,1987
982BF0CF-A0DD-4B0B-22F1-08D90338E4D9,230,47.15292,27.59158,40,35,1,1,apartament,renovat,decomandat,2018
BA0141E1-836F-4854-22F2-08D90338E4D9,250,47.17543,27.55036,40,40,1,1,apartament,renovat,decomandat,1989
3BA7C0BD-90AF-44B8-22F3-08D90338E4D9,230,47.13444,27.57278,40,40,1,1,apartament,renovat,decomandat,1986
D5089D86-F89C-469B-22F4-08D90338E4D9,350,47.16173,27.62057,40,40,2,1,apartament,renovat,semidecomandat,2010
8A42E7CB-6FEB-4F54-22F5-08D90338E4D9,250,47.15169,27.57212,40,40,1,1,apartament,renovat,NULL,2015
F8F0B3DB-1347-49F0-22F6-08D90338E4D9,300,47.15625,27.60147,40,37,1,1,apartament,nou,decomandat,2019
8B81D29C-9F1B-42A0-22F9-08D90338E4D9,320,47.15335,27.61219,40,40,2,1,apartament,renovat,nedecomandat,2018
53E2E4B3-51B8-44DE-22FB-08D90338E4D9,350,47.16173,27.62057,40,40,2,1,apartament,renovat,semidecomandat,2010
FE32695C-EB1F-4423-22FC-08D90338E4D9,270,47.13448,27.57267,40,40,1,1,apartament,renovat,decomandat,1990
345E725B-F6C2-446A-22FF-08D90338E4D9,230,47.13021,27.60648,40,40,1,1,apartament,renovat,decomandat,2018
44232775-E152-47A6-2300-08D90338E4D9,203,47.14674,27.55407,40,35,1,1,apartament,utilizat,decomandat,2016
FFCD4404-E1B5-4BFE-2306-08D90338E4D9,200,47.14112,27.58565,40,34,1,1,apartament,nou,decomandat,2015
B628B921-10E3-4D0F-230B-08D90338E4D9,190,47.14112,27.58565,40,40,1,1,apartament,utilizat,decomandat,1988
E209993B-9E81-41DE-230C-08D90338E4D9,280,47.15292,27.59158,40,40,1,1,apartament,renovat,decomandat,1989
30F2DBFE-4317-41F9-230D-08D90338E4D9,300,47.1624,27.6015,40,40,1,1,apartament,renovat,decomandat,1985
067887DB-8309-494D-230E-08D90338E4D9,210,47.15292,27.59158,40,40,1,1,apartament,utilizat,decomandat,1990
D82CFEF6-82C2-4500-230F-08D90338E4D9,250,47.16382,27.61525,40,40,3,1,apartament,renovat,nedecomandat,1980
7FB07AED-0222-45B8-2311-08D90338E4D9,350,47.15486,27.59179,40,40,2,1,apartament,renovat,semidecomandat,2017
CCE1F443-7630-4916-2313-08D90338E4D9,350,47.15641,27.595,40,40,2,1,apartament,renovat,nedecomandat,2017
1E93D8DB-27E5-4EC7-2315-08D90338E4D9,200,47.15085,27.58681,40,40,2,1,apartament,utilizat,nedecomandat,1980
B619CDC8-64FA-48C4-2321-08D90338E4D9,350,47.15494,27.59306,38,35,1,1,apartament,nou,decomandat,2020
5C6156BB-F6A4-456A-2325-08D90338E4D9,270,47.15797,27.61658,38,38,2,1,apartament,renovat,decomandat,1975
0C787887-20A9-4B11-2326-08D90338E4D9,250,47.12119,27.56921,38,38,2,1,apartament,nou,decomandat,2020
1BAED327-8C5D-41B2-2328-08D90338E4D9,270,47.15557,27.61787,38,35,1,1,apartament,nou,decomandat,1980
33776400-F1DA-4C94-2329-08D90338E4D9,250,47.12683,27.61866,38,38,1,1,apartament,nou,decomandat,2020
BF77F01F-3AC6-4DCB-232B-08D90338E4D9,220,47.12119,27.56921,38,38,2,1,apartament,nou,decomandat,2019
DC8E02D9-5566-46B9-232F-08D90338E4D9,210,47.14218,27.57463,38,35,1,1,apartament,utilizat,decomandat,1988
D6BF3153-182A-4A2C-2334-08D90338E4D9,280,47.1666,27.58032,37,35,1,1,apartament,renovat,decomandat,1980
4EFD1D98-CCD3-4CFB-233A-08D90338E4D9,290,47.15441,27.60479,36,36,1,1,apartament,renovat,decomandat,2015
F909B666-3C3B-496C-233B-08D90338E4D9,190,47.15085,27.58681,36,36,1,1,apartament,utilizat,semidecomandat,1980
3F90BF97-ED69-4ECE-2344-08D90338E4D9,300,47.16288,27.58698,35,30,1,1,apartament,nou,semidecomandat,2016
A69FA60C-F23C-4604-234E-08D90338E4D9,230,47.16738,27.56729,35,33,1,1,apartament,renovat,decomandat,1980
92DFA9E9-49DB-4E68-2352-08D90338E4D9,320,47.15162,27.57849,35,35,1,1,apartament,renovat,decomandat,2020
B695D502-AF6D-4E54-2355-08D90338E4D9,280,47.15292,27.59158,35,35,1,1,apartament,nou,decomandat,2019
86DA62A7-F226-49E7-235C-08D90338E4D9,300,47.15022,27.58801,35,35,2,1,apartament,renovat,semidecomandat,1970
F0D8057F-3B6C-43FF-2360-08D90338E4D9,230,47.16738,27.56729,35,30,1,1,apartament,renovat,decomandat,1980
92949FDA-53D1-46E6-2363-08D90338E4D9,170,47.16349,27.55687,35,30,1,1,apartament,utilizat,NULL,1980
5CC19C1F-E5D2-4169-2365-08D90338E4D9,270,47.14479,27.57567,35,35,1,1,apartament,renovat,semidecomandat,2020
A55E94B9-AD83-4822-2366-08D90338E4D9,270,47.16507,27.58212,35,35,1,1,apartament,nou,semidecomandat,2018
B8AF16B3-B4A6-4504-2369-08D90338E4D9,180,47.16288,27.58698,35,20,1,1,apartament,renovat,decomandat,1999
218E53B0-D6AA-48B0-236E-08D90338E4D9,270,47.12932,27.60609,35,31,2,1,apartament,in constructie,decomandat,2021
7ED4486A-2A25-4C7A-2370-08D90338E4D9,200,47.14218,27.57463,35,33,1,1,apartament,utilizat,decomandat,1977
AADC9F76-6F35-418D-2378-08D90338E4D9,200,47.14864,27.62095,34,27,1,1,apartament,nou,decomandat,2018
EA605D3A-8CE4-4F77-2384-08D90338E4D9,230,47.17475,27.5452,33,33,1,1,apartament,renovat,decomandat,2015
49F16507-9470-4624-2388-08D90338E4D9,200,47.15085,27.58681,32,32,1,1,apartament,utilizat,semidecomandat,1980
74866589-31E4-4667-2389-08D90338E4D9,275,47.16581,27.5712,32,30,1,1,apartament,renovat,nedecomandat,1975
BF8E77CB-A04C-4978-238A-08D90338E4D9,182,47.15292,27.59158,32,32,1,1,apartament,utilizat,decomandat,1999
7152DED6-FFB2-4F91-238B-08D90338E4D9,200,47.15292,27.59158,32,32,1,1,apartament,utilizat,decomandat,1980
560B48CC-16B4-4A88-238C-08D90338E4D9,220,47.16022,27.57026,32,32,1,1,apartament,utilizat,decomandat,1976
55B588BB-3BBE-4F7A-2390-08D90338E4D9,300,47.16288,27.58698,32,30,1,1,apartament,nou,semidecomandat,2018
FD9E6A51-5A96-45F8-2393-08D90338E4D9,180,47.15085,27.58681,32,28,1,1,apartament,renovat,decomandat,1975
49161EB9-ACAB-4ADB-2394-08D90338E4D9,220,47.15616,27.57584,31,31,1,1,apartament,renovat,nedecomandat,1978
A0F1D6DB-B22C-41AE-2398-08D90338E4D9,250,47.16592,27.57914,30,25,1,1,apartament,nou,decomandat,2018
EDEA5A70-EAE2-499A-239D-08D90338E4D9,250,47.15557,27.61787,30,30,1,1,apartament,utilizat,nedecomandat,2018
8FD487D7-FB03-412B-239E-08D90338E4D9,300,47.18078,27.56696,30,28,1,1,apartament,nou,semidecomandat,2018
7963EBCA-17BF-4F88-23A0-08D90338E4D9,200,47.15539,27.62422,30,30,1,1,apartament,nou,nedecomandat,2016
AE33C5DD-D3CC-40B9-23A1-08D90338E4D9,250,47.16623,27.57127,30,30,1,1,apartament,renovat,semidecomandat,1990
51496AF8-8EB5-432B-23A7-08D90338E4D9,200,47.15292,27.59158,30,30,1,1,apartament,utilizat,decomandat,2000
9DC491D5-B42B-4020-23AB-08D90338E4D9,300,47.15449,27.59149,30,30,1,1,apartament,renovat,decomandat,2016
3E9AAFE1-F3A1-4AF2-23AC-08D90338E4D9,300,47.15556,27.59526,30,30,1,1,apartament,renovat,decomandat,2007
27E57315-8BF4-4B5A-23AD-08D90338E4D9,330,47.16288,27.58698,30,27,1,1,apartament,nou,semidecomandat,2018
309AC186-BDAC-4816-23AE-08D90338E4D9,340,47.1666,27.58032,30,25,1,1,apartament,nou,semidecomandat,2015
64473B56-9991-4EE3-23B0-08D90338E4D9,180,47.15292,27.59158,30,30,1,1,apartament,utilizat,decomandat,1990
203EB63F-7656-4ACF-23B3-08D90338E4D9,350,47.16703,27.58428,30,27,1,1,apartament,nou,semidecomandat,2010
F91A1EF5-D7ED-46D7-23BD-08D90338E4D9,150,47.15292,27.59158,30,30,2,2,apartament,utilizat,semidecomandat,1990
6B409B2A-89EB-4869-23BF-08D90338E4D9,230,47.15695,27.61866,30,30,2,1,apartament,renovat,nedecomandat,1970
0C499185-D866-4717-23C4-08D90338E4D9,148,47.15085,27.58681,29,25,1,1,apartament,utilizat,decomandat,2010
8CEF1BA2-0F8C-4687-23CA-08D90338E4D9,250,47.16484,27.58061,28,28,1,1,apartament,utilizat,decomandat,1960
804C76A2-D93D-44EA-23CB-08D90338E4D9,220,47.15292,27.59158,28,28,1,1,apartament,utilizat,semidecomandat,1977
274F1814-94FD-4556-23CC-08D90338E4D9,170,47.14218,27.57463,28,24,1,1,apartament,renovat,semidecomandat,1980
E8998640-1FF2-4E6C-23CE-08D90338E4D9,250,47.16288,27.58698,27,25,1,1,apartament,renovat,semidecomandat,2010
EAF12BEF-4643-4386-23CF-08D90338E4D9,200,47.14864,27.62095,27,22,1,1,apartament,nou,decomandat,2018
3BF18B6B-0E91-4037-23D0-08D90338E4D9,200,47.14864,27.62095,27,22,1,1,apartament,nou,decomandat,2018
4861EC23-C726-4352-23D1-08D90338E4D9,200,47.15557,27.61787,27,22,1,1,apartament,nou,decomandat,2018
D3617460-E6C7-4BD0-23D2-08D90338E4D9,200,47.14864,27.62095,27,22,1,1,apartament,nou,decomandat,2018
305051C5-5CE7-49B9-23D5-08D90338E4D9,193,47.15085,27.58681,27,22,1,1,apartament,nou,decomandat,2018
7ACAEF83-36B2-4FB4-23D6-08D90338E4D9,200,47.14864,27.62095,27,22,1,1,apartament,nou,decomandat,2018
95ADAC3F-11B4-4A56-23D7-08D90338E4D9,200,47.16288,27.58698,27,25,1,1,apartament,renovat,decomandat,1980
383544A4-5552-4917-23D8-08D90338E4D9,200,47.14864,27.62095,27,22,1,1,apartament,nou,NULL,2018
C369476B-2BBF-44B8-23D9-08D90338E4D9,200,47.15085,27.58681,27,22,1,1,apartament,nou,decomandat,2018
339FEC2F-BBE1-4594-23DD-08D90338E4D9,200,47.14864,27.62095,27,22,1,1,apartament,nou,decomandat,2018
7695A517-4E03-43C5-23DE-08D90338E4D9,170,47.16153,27.56153,27,27,1,1,apartament,utilizat,nedecomandat,1970
5F97B864-B411-400D-23DF-08D90338E4D9,183,47.15085,27.58681,27,22,1,1,apartament,nou,decomandat,2018
3156A7F0-C904-4317-23E0-08D90338E4D9,200,47.14864,27.62095,27,22,1,1,apartament,nou,decomandat,2018
F496EB52-AF60-4E6D-23E8-08D90338E4D9,215,47.15292,27.59158,26,26,2,1,apartament,utilizat,decomandat,1977
B157C54D-CFCE-40C6-23EB-08D90338E4D9,203,47.18078,27.56696,25,24,1,1,apartament,renovat,decomandat,1980
3AE63A19-EA12-424C-23EC-08D90338E4D9,200,47.18078,27.56696,25,20,1,1,apartament,nou,decomandat,2017
C8AF555A-D519-40B2-23F1-08D90338E4D9,200,47.15292,27.59158,25,25,1,1,apartament,utilizat,decomandat,1999
D124B290-1938-4A3B-23F7-08D90338E4D9,185,47.15292,27.59158,25,25,1,1,apartament,utilizat,semidecomandat,1990
4FEF3801-44BC-4026-23F8-08D90338E4D9,290,47.16022,27.59005,25,24,1,1,apartament,utilizat,decomandat,1980
7A4A97E3-CACC-482C-23FA-08D90338E4D9,162,47.15292,27.59158,25,25,1,1,apartament,utilizat,decomandat,1990
E0F7B8EC-6249-4BCD-23FF-08D90338E4D9,170,47.15292,27.59158,24,24,1,1,apartament,utilizat,decomandat,2000
814BE280-56DD-49E6-2407-08D90338E4D9,150,47.16267,27.56408,24,24,1,1,apartament,utilizat,semidecomandat,1980
5A60A9AC-F535-429A-2408-08D90338E4D9,150,47.14586,27.59396,24,21,1,1,apartament,utilizat,semidecomandat,2010
5AD9B825-DB58-4E6C-240A-08D90338E4D9,199,47.15292,27.59158,23,23,1,1,apartament,nou,decomandat,1990
36254A6D-BE4F-4EA9-2412-08D90338E4D9,180,47.15292,27.59158,22,18,1,1,apartament,renovat,semidecomandat,2019
D16C273F-3CA6-4E4A-2413-08D90338E4D9,245,47.1562,27.58921,22,22,1,1,apartament,nou,NULL,2000
E350C274-3171-4D68-2414-08D90338E4D9,200,47.15292,27.59158,22,22,1,1,apartament,renovat,NULL,1990
89DE2EA2-7054-4AE2-2415-08D90338E4D9,200,47.15292,27.59158,22,22,1,1,apartament,renovat,NULL,1990
B4BE0A10-E52E-4008-2416-08D90338E4D9,200,47.15292,27.59158,22,22,1,1,apartament,utilizat,decomandat,1990
977170F1-CF2D-4FAD-2417-08D90338E4D9,220,47.15292,27.59158,22,22,1,1,apartament,nou,decomandat,2019
2116220D-4D71-484D-2419-08D90338E4D9,180,47.15292,27.59158,22,18,1,1,apartament,renovat,decomandat,2019
A9B50416-1688-49FB-2421-08D90338E4D9,183,47.13478,27.58636,21,17,1,1,apartament,nou,semidecomandat,20120
8433623D-C28D-4409-2423-08D90338E4D9,250,47.16134,27.58963,20,20,1,1,apartament,utilizat,nedecomandat,2010
80E4E1F6-7350-44B4-242B-08D90338E4D9,183,47.13478,27.58636,20,17,1,1,apartament,nou,decomandat,2017
401B9875-6D7A-46F4-2432-08D90338E4D9,125,47.16707,27.57435,18,18,1,1,apartament,renovat,decomandat,1984
CE6CBB20-BD6B-4659-243C-08D90338E4D9,160,47.15557,27.61787,15,15,1,1,apartament,renovat,NULL,1980
888FD384-2FFA-48E8-2440-08D90338E4D9,160,47.15557,27.61787,15,15,1,1,apartament,renovat,decomandat,1980
